The user is then taken to the View/Update Item screen 3.5.,1;;;
Self Billed Invoice is an Invoice sent from the Buyer to the Seller where the two have a self billing arrangement.,0;;;
For more information regarding HMCE requirements for self billing, see WWW.hmce.qov.uk/forms/notices/700-62.htm Self Billed Invoice is a VAT Document.,0;;;
Credit Note is sent from the Seller to the Buyer, confirming that the Seller owes money to the Buyer.,0;;;
It may be used to rectify errors and/or variances in the invoicing process.,0;;;
Credit Note is a VAT Document.,1;;;
Debit Note is sent from the Buyer to the Seller, stating that Buyer has deducted amounts from a Seller?s Invoice.,0;;;
A Debit Note precludes the need for a Seller to raise a Credit Note.,1;;;
Debit Note is a VAT Document.,0;;;
Remittance Advice is sent from the Buyer to the Seller, notifying payment and stating what Invoices, Credit and Debit Notes have been accounted for.,0;;;
Statement is sent from the Seller to the Buyer summarising the status of the Buyer?s account and the Invoices, Remittances, Debit and Credit Notes submitted within a speci?c time period.,0;;;
2.2 Parties A Party is any person, organisation or computer system that sends or receives goods, services or information.,0;;;
A role is a job done by a particular Party.,1;;;
One Party may play a number of roles in a Document.,0;;;
Every Document has a sender and receiver, one of which is a Buyer role, the other a Seller role.,0;;;
Seller ro|es include: Sales Point Despatch Point Customer Service Accounts Receivable is responsible for the arrangement and maintenance of trading agreements with suppliers, including Catalogue data.,1;;;
"The Purchasing Manager is not involved in other transactions; if the Purchasing Manager requests or makes a purchase, that individual adopts the role of Originator or Order Point respectively.,1";;;
If Originator subsequently places a Purchase Order, the Originator adopts the role of Order Point.,0;;;
Purchase Card (credit or debit card) information may be associated with the Order Point.,0;;;
It may include Electronic Funds Transfer (EFT) information i.e.,0;;;
Note: Messages to and from banks are out of scope.,0;;;
Note: Messages to and from carriers are out of scope.,0;;;
2.3 Codes and Identifiers Semantic interoperability depends on the ability of computers to match identi?ers and codes.,0;;;
0 Documents and Lines need to be referenced in subsequent transactions in the procurement cycle.,1;;;
0 internal instance identifiers may be used to avoid repetition of the same set of information many times within the same Document e.g.,1;;;
Delivery Point.,0;;;
0 Parties need to be identi?ed for fiscal purposes (VAT No., Company Registration No.,1;;;
0 Documents need to be uniquely identifiable for audit purposes.,1;;;
0 Items are classified for management information e.g.,1;;;
commodity classification, and identi?ed at individual or Catalogue |tem level as appropriate.,0;;;
The identi?ers, coding and classification schemes used in this specification fall into five groups: International used and maintained internationally, including: 0 country codes (ISO 3166).,0;;;
National used and maintained nationally, including the OeE Government.,0;;;
Data Standards Catalogue (GDSC).,0;;;
Examples include: 0 Company registration number.,0;;;
Speci?ed in this developed for this speci?cation including: Document 0 Document status 0 payment method Application-speci?c a variety of application-speci?c identification schemes are supported.,1;;;
These include: 0 Seller reference for Buyer.,0;;;
0 Buyer reference for Seller.,1;;;
0 locally specified identifiers for instances of: o Quotation.,1;;;
Because, such schemes are application-speci?c they can never be relied on to be 100% unique.,0;;;
Universally Unique Universally Unique Identifier (UUID) is an instance identifier Identi?ers generated on the fly as speci?ed in ISO 11587.,0;;;
It is also known as a Globally Unique Identi?er (GUID).,0;;;
UUID is a 128 bit string usua||y formatted as 32 characters alphanumeric.,0;;;
In this specification UUID is used for matching instances of Document and Line between Documents and for referring to multiple ro|e instances of the same Party within a single Document.,1;;;
UUIDs provide an effective means to ensure exact matching of identifiers at machine level, but are not well suited to visual matching, which is why existing ID data are also required.,1;;;
The descriptions are illustrated with UML class diagrams.,0;;;
A specialisation inherits all of the properties of its parent class.,0;;;
Some knowledge of UML is needed to understand the model fully, but the text is intended to be understandable to those who are not familiar with the UML notation.,0;;;
contains information about each Party including organisation and person details, postal and electronic addresses.,0;;;
A sender and a receiver are included in every Document.,0;;;
3.2 Party A Party is any person, organisation or computer system that sends or receives information, goods or services.,0;;;
A role is a job done by a particular Party.,1;;;
One Party may play a number of roles in a Document.,1;;;
Figure 2. shows the common elements of Party.,0;;;
Direct Line is a universally unique identifier for an instance of Party.,0;;;
This may be useful in providing references within a Document to the same Party in several different places.,0;;;
The full details of any Party only need to be provided once and other occurences of the same Party may be cross-referenced using Party UUID.,1;;;
Unstructured name is typically entered manua||y at the time of the transaction.,0;;;
Address may be unstructured or structured.,0;;;
When an unstructured address is used, it must have 1 to 5 Lines.,0;;;
The UK Post Code is a combination of between five and seven letters and numbers which define four different levels of geographic unit.,0;;;
